"gene","module"
"TNFAIP8L3","turquoise"
"UGP2","blue"
"PDE1A","turquoise"
"DRC12","blue"
"SMIM22","green"
"CRYBG2","grey"
"DIXDC1","turquoise"
"TTC9","grey"
"CRLF1","turquoise"
"IGHV3-38","yellow"
"AKAP7","blue"
"GNG11","turquoise"
"ARHGAP20","turquoise"
"E2F2","green"
"RUNX3","yellow"
"SDK1","turquoise"
"HMGB3","brown"
"LAMC3","yellow"
"CDR2L","red"
"OBSL1","turquoise"
"RUNX1T1","turquoise"
"UBE2S","brown"
"CDKN2A","black"
"RASEF","green"
"RHOV","grey"
"FGGY","grey"
"CYSLTR1","yellow"
"SNAP91","turquoise"
"GATM","turquoise"
"PGM5P4","turquoise"
"LEP","grey"
"LOC105371068","grey"
"RECQL4","brown"
"NECTIN1","turquoise"
"GALNT5","green"
"SPOCD1","red"
"LINC02038","blue"
"ZSCAN23","grey"
"PAMR1","turquoise"
"JPH4","turquoise"
"SYNDIG1","grey"
"CTF1","turquoise"
"LAMA2","turquoise"
"SCAMP5","grey"
"EFS","turquoise"
"CDKN1C","turquoise"
"KBTBD11","blue"
"H2AC13","grey"
"GRB14","grey"
"LOC105369763","turquoise"
"PLEKHB1","blue"
"OASL","grey"
"KIF15","brown"
"ZDBF2","turquoise"
"FAM167A","grey"
"EZH2","brown"
"RBMS3","turquoise"
"COL22A1","red"
"CERS6-AS1","turquoise"
"MATCAP2","blue"
"ZWINT","brown"
"ZNF793","brown"
"LOC105369917","turquoise"
"MT-TE","grey"
"ITGA4","yellow"
"HCG26","grey"
"LINC01224","grey"
"CDH23","turquoise"
"TBC1D9","turquoise"
"TRPM2","grey"
"LAMP5","grey"
"LINC01436","grey"
"ESCO2","brown"
"SYN2","turquoise"
"FGF14","red"
"NCOA7","grey"
"CD207","grey"
"DHRS2","grey"
"ASIC2","grey"
"SSUH2","grey"
"CRYM","blue"
"AQP7","blue"
"PLCG2","yellow"
"NCAM2","turquoise"
"AOAH","grey"
"ANKRD35","turquoise"
"LINC01315","turquoise"
"TMPRSS4","green"
"ARMCX2","turquoise"
"MZT1","turquoise"
"TIMP2","turquoise"
"ZNF727","turquoise"
"TLCD2","blue"
"PTK6","green"
"TMPRSS6","grey"
"SYPL2","turquoise"
"CASC19","turquoise"
"P2RY10","yellow"
"CARMIL2","yellow"
"LOC105372441","blue"
"BRSK2","grey"
"TNFRSF19","grey"
"ZNF256","grey"
"PRSS3","green"
"SIGLEC6","yellow"
"SLC26A10P","turquoise"
"LOC101929444","grey"
"GXYLT2","grey"
"MPPED2","turquoise"
"CNGB1","turquoise"
"PPIAL4A","grey"
"SDK2","grey"
"COPZ2","turquoise"
"CNKSR1","green"
"AXL","turquoise"
"MIR7847","turquoise"
"KRBA1","turquoise"
"KLHL35","brown"
"STEAP4","turquoise"
"TPO","turquoise"
"ASIC1","blue"
"LOC100134868","grey"
"FAM181B","brown"
"TRPM3","grey"
"IQCM","blue"
"LY6G6E","turquoise"
"C5orf52","grey"
"P2RX4","blue"
"RGS16","red"
"SBSPON","grey"
"LOC105374817","turquoise"
"MAP2","turquoise"
"CD28","yellow"
"SEPTIN1","yellow"
"METTL27","grey"
"CCDC78","blue"
"PLEKHH2","turquoise"
"NELL2","turquoise"
"SEMA3G","turquoise"
"SGO1","brown"
"KSR2","blue"
"LOC107986396","brown"
"PINK1","brown"
"FBXO17","turquoise"
"CASR","blue"
"BTK","yellow"
"LOC389906","turquoise"
"SPATA22","grey"
"ZMAT1","turquoise"
"PSORS1C3","grey"
"CASC15","red"
"BHLHE41","blue"
"KCTD15","turquoise"
"NANOS3","brown"
"ITGB8","blue"
"UBASH3A","yellow"
"TACR1","turquoise"
"ADGRL2","turquoise"
"SOX1","grey"
"SNRPF","turquoise"
"COL16A1","turquoise"
"MDGA1","turquoise"
"PALMD","purple"
"AP3B2","turquoise"
"ACKR2","blue"
"LOC102724682","turquoise"
"POC1B-GALNT4","turquoise"
"GALNT4","turquoise"
"PCBP3","turquoise"
"AGMAT","turquoise"
"CCL22","grey"
"ITIH3","grey"
"TRIM31-AS1","green"
"PNMA1","turquoise"
"PTCH1","green"
"CP","blue"
"PYCARD","grey"
"SCAND3","grey"
"LOC105374879","turquoise"
"GLIS2","red"
"CEND1","turquoise"
"CD1E","grey"
"KILH","black"
"LOC107985987","grey"
"PCSK6","green"
"OSBPL1A","turquoise"
"B3GALNT1","red"
"ALDH1L1-AS2","grey"
"DSC2","green"
"RASAL1","turquoise"
"C19orf48P","brown"
"SNORD3C","grey"
"NECTIN3","grey"
"NRK","turquoise"
"MNX1-AS1","turquoise"
"SRPX2","blue"
"FHL3","red"
"NCF1B","yellow"
"PTH1R","turquoise"
"FOXG1","grey"
"VWA1","grey"
"EBF4","turquoise"
"BRIP1","brown"
"MAPK10","turquoise"
"CFAP65","grey"
"LINC01979","brown"
"APBB1IP","yellow"
"LOC105375918","blue"
"USH1C","green"
"IGHE","yellow"
"TFAP2C","grey"
"SMAGP","green"
"PCDH9","turquoise"
"TRAF3IP3","yellow"
"RHOH","yellow"
"ADCY1","grey"
"BTLA","yellow"
"B3GNT8","green"
"ISG15","grey"
"NCF1","yellow"
"NIPAL4","turquoise"
"SNAI1","red"
"MAPK13","green"
"BICDL2","green"
"TCF7","brown"
"CRYBG1","turquoise"
"TMC4","green"
"HLA-DQB1-AS1","grey"
"MT3","grey"
"CNR2","pink"
"MIER3","blue"
"DOCK10","yellow"
"CHMP4C","turquoise"
"PANK1","green"
"GALR1","turquoise"
"KIRREL1","red"
"SPACA3","grey"
"ILDR1","green"
"TRG-AS1","yellow"
"CPE","brown"
"RAD54B","brown"
"MGST1","turquoise"
"CHRNA1","grey"
"ARFGEF3","turquoise"
"SYNPO","turquoise"
"SCN1A-AS1","turquoise"
"ASAP3","blue"
"GRB10","red"
"VANGL2","grey"
"NAPSB","yellow"
"AMH","grey"
"SGCE","turquoise"
"MYO1D","green"
"CD53","yellow"
"FBXO41","brown"
"LAPTM5","yellow"
"MN1","turquoise"
"PDGFB","red"
"ECSCR","purple"
"SMC2-DT","turquoise"
"H3C8","brown"
"CNGA1","grey"
"CACNG8","blue"
"SLC5A6","turquoise"
"LRRC66","green"
"PRAME","grey"
"DOCK11","grey"
"KPNA2","brown"
"ZNF367","brown"
"NCF1C","yellow"
"LOC107987134","turquoise"
"EPS15-AS1","red"
"TGFBR3","turquoise"
"HOOK1","green"
"NEIL3","brown"
"LAMP3","grey"
"LOC283788","grey"
"HDGFL3","turquoise"
"MAGI2-AS3","turquoise"
"PLCH2","grey"
"LOC105371874","turquoise"
"HLA-DPB1","yellow"
"TIE1","purple"
"PCLO","grey"
"KLHL31","brown"
"ASPHD1","black"
"CCDC183","grey"
"SKA1","brown"
"CD244","yellow"
"IL17REL","pink"
"CCL4L2","grey"
"ELAVL3","turquoise"
"A2M","turquoise"
"FAM180A","turquoise"
"SLC27A6","brown"
"GAPT","yellow"
"ABCC6P1","green"
"ACVRL1","blue"
"TMTC1","turquoise"
"VWA3B","blue"
"SERPINA7","grey"
"CD52","yellow"
"TMEM108","turquoise"
"LOC107986127","blue"
"LINC02487","brown"
"LOC105376810","blue"
"CAV2","turquoise"
"NGEF","green"
"ASGR1","grey"
"ANKRD20A3P","blue"
"FGF13","turquoise"
"CCDC144BP","grey"
"SUSD2","turquoise"
"MUC6","grey"
"TSHZ3","turquoise"
"MIR1292","grey"
"HS3ST2","grey"
"CCDC13","brown"
"LOC101928357","turquoise"
"P2RY4","blue"
"SLC23A1","grey"
"TENM4","red"
"SPI1","grey"
"KCNK10","blue"
"CORO1A-AS1","yellow"
"GFI1B","grey"
"INPP5D","grey"
"LYNX1-SLURP2","turquoise"
"NES","red"
"LOC105447645","green"
"EPB41L4A-DT","blue"
"LINC01871","yellow"
"WIPF3","turquoise"
"CRAT37","grey"
"LOC101929343","grey"
"FOXD3-AS1","turquoise"
"KRT18","turquoise"
"SLC7A9","grey"
"RSPO1","turquoise"
"DCLK2","turquoise"
"PAK6","brown"
"LRRC10B","grey"
"GASK1A","turquoise"
"CAMK1D","blue"
"EVPL","turquoise"
"LTBP2","red"
"CLIC2","turquoise"
"AKT3","turquoise"
"EMP3","turquoise"
"CYSLTR2","turquoise"
"TRHDE-AS1","turquoise"
"DIP2C","turquoise"
"IGF2BP1","grey"
"PCDHB8","grey"
"PCDHA4","grey"
"MIA2-AS1","grey"
"EGR3","grey"
"SLC44A3","green"
"SRI-AS1","blue"
"HCAR1","grey"
"HLX","turquoise"
"GATA2-AS1","grey"
"MAP3K21","green"
"ARHGEF6","turquoise"
"SP140","yellow"
"TNFSF11","turquoise"
"GJA4","purple"
"ZNF331","grey"
"HMGN5","grey"
"JAZF1","turquoise"
"PAG1","blue"
"GALNTL6","grey"
"LOC101928844","grey"
"IRX2-DT","grey"
"SORD","brown"
"TOMM34","turquoise"
"GTF3A","brown"
"LOC107985554","grey"
"LINC00920","turquoise"
"ABCG8","grey"
"P2RX5","pink"
"RUNX1","brown"
"TPD52L1","blue"
"SH3BGR","turquoise"
"PARPBP","brown"
"TLCD4","blue"
"ANO1","grey"
"H4C5","grey"
"MCM8","grey"
"SYT10","brown"
"LINC00513","grey"
"CATSPERB","grey"
"IGFN1","grey"
"C14orf180","turquoise"
"TENM2","turquoise"
"DKC1","turquoise"
"MMP17","turquoise"
"SLC29A4","grey"
"SH3D21","grey"
"VGF","grey"
"LINC01705","red"
"CCL15-CCL14","blue"
"PTGER4","blue"
"NEDD4L","blue"
"PXDN","red"
"APLNR","purple"
"SLC22A5","blue"
"FLVCR2","blue"
"SPAG5","brown"
"PTX3","turquoise"
"SEPTIN6","turquoise"
"LOC105378866","turquoise"
"FOLH1","grey"
"LOC105372310","grey"
"SLIT3-AS2","turquoise"
"CHST1","purple"
"LINC00896","grey"
"BOK","red"
"LOC105369832","grey"
"MCM4","brown"
"H2BC12","grey"
"ZNF385D","turquoise"
"IL18","blue"
"STARD10","green"
"PHYHD1","turquoise"
"RIPOR2","yellow"
"POU3F3","turquoise"
"ZBTB47","turquoise"
"ADGRB1","turquoise"
"KDM7A-DT","turquoise"
"BLVRA","turquoise"
"RASAL3","yellow"
"H1-4","grey"
"CCDC162P","grey"
"LOC105373424","turquoise"
"ADGRF4","grey"
"HOXB5","grey"
"GPR27","turquoise"
"LINC01160","turquoise"
"CILP2","blue"
"NCAPG2","brown"
"KCNK2","turquoise"
"FZD7","turquoise"
"LGALS9","green"
"CD69","yellow"
"SRCIN1","grey"
"TTYH3","turquoise"
"PTPN13","grey"
"STMND1","grey"
"IL16","yellow"
"DNALI1","turquoise"
"NCAPG","brown"
"FGF20","grey"
"LOC107985177","turquoise"
"GAS1RR","turquoise"
"AK7","grey"
"LINC01106","turquoise"
"C22orf23","turquoise"
"TNMD","grey"
"RPSAP9","grey"
"GPC1","red"
"ILDR2","red"
"PTGES","grey"
"CORIN","red"
"C1orf21","blue"
"CYBB","yellow"
"TROAP-AS1","turquoise"
"KIFC3","red"
"NR0B2","brown"
"MIR22","brown"
"LINC00930","blue"
"RADIL","turquoise"
"ISL1","grey"
"NPC1L1","grey"
"ETV7","turquoise"
"BACE2","grey"
"BHLHE40","blue"
"CEBPE","grey"
"STARD9","turquoise"
"EFEMP2","turquoise"
"CDH6","red"
"PYGO1","turquoise"
"SOWAHB","green"
"POTEJ","turquoise"
"HTR3A","turquoise"
"LOC105369667","grey"
"CCR3","grey"
"ZDHHC9","turquoise"
"SNORD17","brown"
"LOC107986229","grey"
"CCDC183-AS1","grey"
"RTKN2","brown"
"CD68","grey"
"PEX26","blue"
"LILRA4","yellow"
"SESN2","blue"
"OVOL2","green"
"CLEC12A","grey"
"SOX4","brown"
"VDR","green"
"INAVA","green"
"GOLGA7B","blue"
"PRELID2","green"
"LOC105372701","grey"
"VSTM4","turquoise"
"ARHGEF17","turquoise"
"GPR183","turquoise"
"MBNL3","grey"
"LOC643327","green"
"HEPHL1","grey"
"SLC1A3-AS1","grey"
"SLCO1C1","turquoise"
"FGF2","turquoise"
"CYRIA","turquoise"
"CCL3L3","grey"
"XCR1","yellow"
"KCNAB2","grey"
"FAM110A","grey"
"INSIG1","brown"
"UGDH","blue"
"FOXC1","grey"
"C12orf56","grey"
"CD33","turquoise"
"PNMA8A","turquoise"
"HOXB2","turquoise"
"FMO2","turquoise"
"LOC105375440","grey"
"TUBB2B","turquoise"
"IGKV2D-18","yellow"
"RND2","turquoise"
"CFAP91","grey"
"RSAD2","grey"
"LILRA2","grey"
"SSTR3","yellow"
"PRR5-ARHGAP8","turquoise"
"DGKG","turquoise"
"CDC25C","brown"
"LOC105377616","grey"
"PTPRB-AS1","grey"
"TMEM119","grey"
"HABP2","grey"
"SLC4A8","grey"
"CXCR4","grey"
"KCTD12","turquoise"
"ORM2","grey"
"CHAT","grey"
"SUCNR1","grey"
"SORD2P","brown"
"FCGR2A","grey"
"ARSI","red"
"HSPA6","grey"
"LFNG","turquoise"
"GRAMD1B","grey"
"CHRM1","blue"
"H1-5","grey"
"KLK13","grey"
"S100A16","grey"
"SEMA6B","purple"
"FBXL7","turquoise"
"STIL","brown"
"SOWAHD","grey"
"SLC30A4-AS1","green"
"CALB1","grey"
"LOC100131289","grey"
"FLT3","yellow"
"OSBPL3","brown"
"LOC112268468","grey"
"SLC52A2","turquoise"
"CRYZL2P","turquoise"
"PRSS12","blue"
"PGM5P2","turquoise"
"DDC-AS1","green"
"SH2D1B","yellow"
"AADACP1","grey"
"ZNF750","grey"
"KLRD1","yellow"
"ESF1","grey"
"ABI3","yellow"
"SERPIND1","grey"
"LOC642131","grey"
"USP32P1","grey"
"KCNT1","grey"
"TIAM1","turquoise"
"IL17D","brown"
"EFHC2","turquoise"
"PLAGL2","turquoise"
"AKAP5","blue"
"AQP5-AS1","grey"
"EMP1","grey"
"CXADR","turquoise"
"ANKS4B","green"
"ZNF486","grey"
"GALR2","turquoise"
"LILRA6","grey"
"PCDH10","turquoise"
"ST14","green"
"OXTR","blue"
"MS4A4E","turquoise"
"C11orf21","turquoise"
"HSPA4L","grey"
"PKIA","turquoise"
"LHX6","purple"
"DEPDC1B","brown"
"ADAMTS9","red"
"COL11A2","grey"
"TYROBP","yellow"
"LDHB","grey"
"NPW","grey"
"GABRE","turquoise"
"PLCE1-AS1","blue"
"ADAMTSL4","turquoise"
"ADAMTS17","grey"
"LOC107984006","grey"
"ARHGEF37","brown"
"CAMK2N1","blue"
"CXCR2","grey"
"PTPN20","grey"
"COL4A3","blue"
"LOC105372862","grey"
"LOC100129175","grey"
"SPOCK3","turquoise"
"BAIAP3","grey"
"ALOX5AP","grey"
"N4BP2L1","grey"
"LOC105376380","grey"
"IFI30","grey"
"PBX3","turquoise"
"CAV2-DT","turquoise"
"OTUB2","turquoise"
"NAPRT","grey"
"LOC105372323","blue"
"LINC01443","grey"
"ANKDD1B","green"
"CPVL","yellow"
"KIF21B","turquoise"
"CLDN4","green"
"SCML4","grey"
"LOC105379280","brown"
"SAMD12","turquoise"
"AGFG2","blue"
"LOC101928864","grey"
"SLC39A4","turquoise"
"MYPN","blue"
"CYTH4","yellow"
"PDE10A","red"
"DLX6","grey"
"TMEM255B","red"
"FRMPD3","grey"
"SELPLG","yellow"
"DDX43","grey"
"MAEL","grey"
"VEGFA","turquoise"
"IGSF5","blue"
"LINC02474","grey"
"IZUMO2","grey"
"SPINT1-AS1","green"
"SEMA6A-AS2","blue"
"RPL23P8","grey"
"MT1L","blue"
"H2BC11","grey"
"CSF3R","grey"
"LINC00402","yellow"
"LINC02731","turquoise"
"TRBV28","yellow"
"NAGS","grey"
"MAP3K7CL","grey"
"GLRB","turquoise"
"TESPA1","yellow"
"S1PR1","purple"
"ISM1","red"
"CENPK","brown"
"CRMP1","turquoise"
"GPX8","red"
"LOC101929130","turquoise"
"HSPB2","turquoise"
"SHC4","turquoise"
"SNORA73B","grey"
"CD247","yellow"
"SLC6A8","blue"
"KY","turquoise"
"CLEC4F","yellow"
"LOC102723911","grey"
"PDE1C","brown"
"RDH5","brown"
"LOC105369782","green"
"SGCG","brown"
"LOC107986446","grey"
"NMNAT2","turquoise"
"VIM-AS1","purple"
"CGNL1","grey"
"BMERB1","turquoise"
"TPD52","green"
"RFX2","turquoise"
"RGN","turquoise"
"SERPINH1","red"
"LOC105376959","brown"
"APIP","grey"
"PYHIN1","yellow"
"MAP10","grey"
"PLXDC2","grey"
"GIMAP7","turquoise"
"VSTM5","blue"
"RAB34","turquoise"
"PCAT7","brown"
"COL6A6","green"
"ABHD3","blue"
"VWA5A","blue"
"DNAH2","black"
"CASP7","blue"
"MIF","turquoise"
"KRT40","grey"
"IL17RB","turquoise"
"CDC14A","blue"
"KIF20B","brown"
"LINC02490","grey"
"MID2","turquoise"
"PGF","red"
"LOC728392","turquoise"
"CCN2","grey"
"MMP14","red"
"ARHGAP15-AS1","blue"
"LOC105374339","grey"
"GSTO2","turquoise"
"HECW2","red"
"CRB3","green"
"PPFIA3","grey"
"CEACAM21","yellow"
"KCNJ11","turquoise"
"CPNE6","grey"
"DUSP5","grey"
"AVPI1","grey"
"FCAMR","grey"
"SV2C","grey"
"ARHGEF10","grey"
"MARCKSL1","turquoise"
"RNF180","turquoise"
"ACSM3","green"
"MND1","brown"
"AHCY","turquoise"
"MS4A10","blue"
"FAIM2","grey"
"CHST9","turquoise"
"KL","turquoise"
"LOC105376806","red"
"MYRIP","grey"
"SERPINA4","turquoise"
"ZEB2","turquoise"
"NEK3","turquoise"
"GZMM","yellow"
"SEMA5A","grey"
"MEIS3P1","brown"
"FOXF1","turquoise"
"TMT1B","green"
"SLCO5A1","grey"
"PRC1-AS1","brown"
"BAIAP2L2","green"
"ITPR1","turquoise"
"SPINT1","green"
"TSHZ2-AS1","grey"
"MYCL","green"
"DHRS7C","blue"
"CLECL1P","yellow"
"FHL5","turquoise"
"FGFR3","green"
"HCK","yellow"
"FRMD6","turquoise"
"LGI2","turquoise"
"ACSS2","green"
"VNN2","yellow"
"RTL8B","turquoise"
"F2RL1","green"
"HOXA6","grey"
"RGL1","turquoise"
"IGKV1-22","grey"
"C6orf141","grey"
"ARHGAP9","yellow"
"TAGAP","yellow"
"OAS2","grey"
"PFDN4","brown"
"KCNT2","turquoise"
"MEF2C","turquoise"
"APOBEC3F","turquoise"
"FGF5","red"
"ZNF285","grey"
"HCLS1","yellow"
"LOC105376600","grey"
"LINC00494","yellow"
"CCDC169","turquoise"
"PYCARD-AS1","grey"
"TNFSF15","brown"
"CASP4LP","grey"
"SPOCK2","turquoise"
"CHN2-AS1","turquoise"
"MAB21L1","turquoise"
"CACNA1B","turquoise"
"ELFN1","red"
"HSPD1","turquoise"
"HPRT1","brown"
"LOC105378075","grey"
"ARL11","grey"
"CDO1","turquoise"
"IL11RA","turquoise"
"CD300E","grey"
"CTTNBP2","grey"
"DZIP1","turquoise"
"AMOT","grey"
"B4GALNT1","turquoise"
"ADGRG3","brown"
"CERNA2","grey"
"LOC107985184","turquoise"
"GNA15","grey"
"SYDE1","turquoise"
"SHC2","grey"
"GADD45B","turquoise"
"LAMA3","grey"
"FCGR2B","turquoise"
"CBLL1","blue"
"LINC01550","blue"
"LCAL1","turquoise"
"PLAAT4","turquoise"
"NUFIP1","turquoise"
"PLK4","brown"
"BST2","grey"
"GAL3ST1","grey"
"SIRT4","brown"
"ARHGEF34P","green"
"FAM72D","brown"
"GPR153","grey"
"LINC00473","grey"
"HAAO","grey"
"MRC2","red"
"GIMAP1","turquoise"
"TRPS1","turquoise"
"TNFSF12","turquoise"
"IGLVI-70","yellow"
"MACROH2A2","grey"
"B3GNT3","green"
"MESP2","grey"
"VAMP2","turquoise"
"RGMB","grey"
"LOC107987228","yellow"
"CST6","grey"
"RNF223","green"
"KCNQ5","turquoise"
"PPL","grey"
"GIMAP5","turquoise"
"UNC80","turquoise"
"AMY2B","brown"
"GDPD3","blue"
"TGIF2","blue"
"ABCD2","turquoise"
"FZD10-AS1","grey"
"FHOD3","turquoise"
"NRSN1","turquoise"
"CXCL17","grey"
"STARD5","red"
"PKP3","green"
"MNDA","grey"
"EGLN3","blue"
"TENT5A","blue"
"CERS6","turquoise"
"GGCT","turquoise"
"ESPNL","grey"
"GNA14","grey"
"PLEKHG6","green"
"ANK3","blue"
"CHAF1B","brown"
"NOD2","grey"
"ERFE","grey"
"TLR1","yellow"
"LINC01975","blue"
"ALOX5","grey"
"AMIGO1","turquoise"
"SNHG4","turquoise"
"PRAMENP","yellow"
"SGSM1","blue"
"FAM78A","yellow"
"MB21D2","grey"
"FOXP4-AS1","brown"
"ROBO1","green"
"RAB6B","turquoise"
"CD34","purple"
"MAP3K5-AS2","yellow"
"HACD4","turquoise"
"SMARCA1","turquoise"
"TMEM97","brown"
"RIIAD1","grey"
"H2BC17","grey"
"CD3G","yellow"
"LAD1","green"
"CEBPA-DT","green"
"DOCK3","turquoise"
"DMBX1","grey"
"CYP1B1","turquoise"
"KIAA0319","grey"
"NCR3LG1","brown"
"LOC105375469","grey"
"WAS","yellow"
"HR","grey"
"C17orf78","grey"
"PRKD1","turquoise"
"VNN3P","grey"
"SEZ6","turquoise"
"PCOLCE","red"
"LOC101928861","grey"
"LOC107984872","turquoise"
"LOC105375554","grey"
"TMEFF2","turquoise"
"MIR7844","blue"
"AXDND1","grey"
"FCGR2C","turquoise"
"ARSD","grey"
"WNT6","turquoise"
"MAGED4B","turquoise"
"SNHG17","brown"
"MT-ND5","grey"
"RAB36","blue"
"LINC02691","grey"
"FAM163A","turquoise"
"SCRN1","grey"
"ANXA6","turquoise"
"PDE1B","turquoise"
"FOXO4","brown"
"CEACAM3","green"
"NEXN-AS1","turquoise"
"CXCR1","grey"
"GIMAP1-GIMAP5","turquoise"
"PTPN5","turquoise"
"CLEC4GP1","turquoise"
"MUC20","green"
"OXCT1","grey"
"MAGED4","turquoise"
"TRMT9B","grey"
"GATA2","grey"
"SERPING1","turquoise"
"H2AC11","grey"
"KNDC1","grey"
"NYAP1","grey"
"CLDN15","grey"
"IGHV1-67","yellow"
"FYB1","yellow"
"VSIR","turquoise"
"LOC105378011","turquoise"
"LOC105375172","grey"
"MEST","brown"
"F2R","red"
"RETSAT","blue"
"MARVELD2","green"
"NICOL1","grey"
"FAM222A","grey"
"CPA2","grey"
"CABP4","grey"
"TMIGD2","yellow"
"KREMEN1","grey"
"SDC3","turquoise"
"ZNF185","brown"
"GPR171","yellow"
"LOC105375886","grey"
"CYP26B1","grey"
"CIMAP2","blue"
"A2M-AS1","turquoise"
"LOC105374033","blue"
"FAM72B","brown"
"ZNF483","turquoise"
"STXBP5L","turquoise"
"MEOX1","purple"
"KHDRBS2","brown"
"SCN3B","turquoise"
"APCDD1L","grey"
"RBPMS-AS1","turquoise"
"H2AC25","turquoise"
"CRISPLD2","turquoise"
"LOC105375634","turquoise"
"SMPD1","blue"
"SAMSN1","yellow"
"TEF","brown"
"DLL1","grey"
"HMGCS1","grey"
"STOX1","grey"
"NCALD","turquoise"
"APOH","grey"
"LINC00861","yellow"
"GPR4","red"
"CAMK2B","turquoise"
"DLC1","turquoise"
"SUGCT","blue"
"RPL39L","grey"
"AGAP11","grey"
"QPRT","grey"
"RNASEH2A","brown"
"NWD2","turquoise"
"PPP1R36","blue"
"DNAH9","brown"
"LOC105378969","turquoise"
"LINC01978","turquoise"
"LOC729737","grey"
"WFS1","grey"
"EVL","turquoise"
"ULBP3","turquoise"
"LINC00595","turquoise"
"ST3GAL1","grey"
"ATP2B3","turquoise"
"PPP1R3G","grey"
"MKX","grey"
"CSTB","grey"
"APOBEC3D","yellow"
"PWAR6","turquoise"
"PRKXP1","grey"
"MIR6887","green"
"FZD9","grey"
"GRB7","turquoise"
"AIF1L","grey"
"SCN3A","brown"
"SLC2A3","grey"
"ZNF300P1","turquoise"
"C1orf116","green"
"POU2F2","turquoise"
"CRAT","brown"
"SLC30A4","blue"
"NLGN2","turquoise"
"PCNA","brown"
"PIANP","turquoise"
"KCNJ6","grey"
"ZNF664-RFLNA","blue"
"NLRP6","grey"
"DLG2","turquoise"
"MT-TG","grey"
"LOC107985323","grey"
"LRFN5","turquoise"
"LINC01588","blue"
"TBX18","grey"
"MIR4687","grey"
"LOC105372641","grey"
"CYP3A5","green"
"PAICS","brown"
"MIR6717","brown"
"PAFAH1B3","brown"
"NKG7","yellow"
"CADM4","turquoise"
"DKK3","red"
"ITGAM","grey"
"ELOVL6","green"
"KRT7-AS","blue"
"KCNF1","brown"
"OLFM3","turquoise"
"AIF1","yellow"
"CD74","yellow"
"DPYSL5","turquoise"
"SRPK1","brown"
"HMOX1","turquoise"
"ELAVL2","grey"
"ANKEF1","brown"
"MT-CO1","grey"
"LRRC7","turquoise"
"SMIM28","turquoise"
"XCL1","yellow"
"IGFBP1","grey"
"TRPC4","turquoise"
"LINC01094","grey"
"LOC105372412","grey"
"EDIL3-DT","brown"
"SYP","turquoise"
"C1S","turquoise"
"TRBJ2-3","yellow"
"NDRG2","brown"
"LCN6","turquoise"
"TNFRSF10C","grey"
"ABCA13","grey"
"CMSS1","blue"
"MIR4664","grey"
"LOC105376156","turquoise"
"NID2","red"
"NID1","turquoise"
"SLC17A7","turquoise"
"CKM","grey"
"FHIP1A","green"
"LRFN2","grey"
"DNAAF11","turquoise"
"CSE1L","brown"
"TSPAN12","grey"
"GPAT2","grey"
"NUAK2","green"
"FAM13C","turquoise"
"SLC6A17","turquoise"
"LOC102723338","blue"
"SNRPN","turquoise"
"IPW","turquoise"
"LTC4S","turquoise"
"PELI2","brown"
"SHMT2","brown"
"ERRFI1","grey"
"SCD5","turquoise"
"TMEM170B","grey"
"LOC107987347","magenta"
"B4GALNT3","green"
"ITGAX","grey"
"LOC100132741","turquoise"
"MCMDC2","blue"
"CSRP1-AS1","grey"
"NXF2B","grey"
"MAFF","grey"
"F10","grey"
"NAMPT","grey"
"GPRC5D","grey"
"NEK5","grey"
"PHYHIPL","grey"
"TYRO3","blue"
"LAMB3","grey"
"RHCG","grey"
"RHOD","grey"
"MIR4435-2HG","blue"
"GPR37","grey"
"CACNA2D3","turquoise"
"FANCD2","brown"
"AADAC","grey"
"RNF157","grey"
"GJA5","purple"
"SERTM2","turquoise"
"PHOX2A","turquoise"
"PLPP1","brown"
"CTH","red"
"SLC43A3","red"
"SNHG15","brown"
"CHRNB4","turquoise"
"MIR1-1HG","turquoise"
"APBA1","grey"
"CFAP263","brown"
"CD160","blue"
"SCML1","turquoise"
"NXF2","grey"
"GPR155","turquoise"
"LAPTM4B","turquoise"
"ART1","grey"
"BEND4","yellow"
"LOC107983998","yellow"
"CLDN14","grey"
"EVX2","grey"
"HLA-DRB6","turquoise"
"PRKCG","grey"
"SLC25A23","turquoise"
"RBL1","turquoise"
"HSBP1L1","blue"
"ZNF385A","grey"
"KCNIP4","turquoise"
"LOC101926964","blue"
"LRMDA","grey"
"FCGR1A","red"
"ANGPT2","blue"
"ATP7B","turquoise"
"UNC13D","grey"
"CBLN1","grey"
"CDK14","turquoise"
"H2AC17","brown"
"CD84","yellow"
"MGC70870","grey"
"CCDC8","turquoise"
"PARP15","yellow"
"FASN","brown"
"SLC15A2","blue"
"ADAMTS10","turquoise"
"TMC8","yellow"
"LINC01348","grey"
"MYL6","turquoise"
"TAS1R3","grey"
"CLDN11","turquoise"
"LOC105377979","turquoise"
"GPRC5A","grey"
"DNM3OS","turquoise"
"RPS21","turquoise"
"SRI","blue"
"ADGRG6","grey"
"YJEFN3","blue"
"LOC107986990","blue"
"LMO7","turquoise"
"HDC","yellow"
"SCN8A","grey"
"ARHGEF5","green"
"OXER1","grey"
"FZD3","grey"
"ANXA1","turquoise"
"FBN2","grey"
"FHIP1A-DT","green"
"MYO1F","yellow"
"LINC02323","grey"
"NAV3","turquoise"
"SNORA73A","grey"
"TNFRSF10A-DT","turquoise"
